relative_time_ms,status,latency_ms,error
413,N/A,0,
413,N/A,0,
413,N/A,0,
414,N/A,0,
414,N/A,0,
414,N/A,0,
414,N/A,0,
414,N/A,0,
415,N/A,0,
415,N/A,0,
415,N/A,0,
415,N/A,0,
415,N/A,0,
416,N/A,0,
416,N/A,0,
416,N/A,0,
416,N/A,0,
416,N/A,0,
418,N/A,0,
418,N/A,0,
418,N/A,0,
418,N/A,0,
418,N/A,0,
418,N/A,0,
418,N/A,0,
418,N/A,0,
418,N/A,0,
418,N/A,0,
419,N/A,0,
419,N/A,0,
419,N/A,0,
419,N/A,0,
419,N/A,0,
420,N/A,0,
420,N/A,0,
420,N/A,0,
420,N/A,0,
420,N/A,0,
421,N/A,0,
421,N/A,0,
421,N/A,0,
421,N/A,0,
421,N/A,0,
423,N/A,0,
423,N/A,0,
423,N/A,0,
423,N/A,0,
423,N/A,0,
423,N/A,0,
423,N/A,0,
423,N/A,0,
423,N/A,0,
423,N/A,0,
424,N/A,0,
424,N/A,0,
424,N/A,0,
424,N/A,0,
424,N/A,0,
425,N/A,0,
425,N/A,0,
425,N/A,0,
425,N/A,0,
425,N/A,0,
427,N/A,0,
427,N/A,0,
427,N/A,0,
427,N/A,0,
427,N/A,0,
427,N/A,0,
427,N/A,0,
427,N/A,0,
427,N/A,0,
427,N/A,0,
428,N/A,0,
428,N/A,0,
428,N/A,0,
428,N/A,0,
428,N/A,0,
429,N/A,0,
429,N/A,0,
429,N/A,0,
429,N/A,0,
429,N/A,0,
430,N/A,0,
430,N/A,0,
430,N/A,0,
430,N/A,0,
430,N/A,0,
432,N/A,0,
432,N/A,0,
432,N/A,0,
432,N/A,0,
432,N/A,0,
432,N/A,0,
432,N/A,0,
432,N/A,0,
432,N/A,0,
432,N/A,0,
433,N/A,0,
433,N/A,0,
433,N/A,0,
